SQ_CANDIDATO,ANO_ELEICAO,SG_UF,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,QT_VOTOS,VR_RECEITA,VR_BEM_CANDIDATO,VR_DESPESA_MAX_CAMPANHA
150000862540,2020,PB,PREFEITO,19,ANA CLÁUDIA,PODE,01/09/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,44313.0,2439922.71,4912579.8,3981974.79
150001187898,2020,PB,PREFEITO,12,BERGUINHO,PDT,22/02/1960,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,#NULO#,,20000.0,421000.0,123077.42
150000999386,2020,PB,PREFEITO,25,ALEX MONTEIRO,DEM,12/03/1981,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,#NULO#,4471.0,,15000.0,123077.42
150000983803,2020,PB,PREFEITO,55,YGOR QUEIROZ,PSD,27/08/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,1253.0,47214.8,29427.19,194349.36
150000726444,2020,PB,PREFEITO,23,BENEDITO,CIDADANIA,04/03/1966,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,ELEITO,1975.0,19360.0,305000.0,123077.42
150000717441,2020,PB,PREFEITO,12,FELIX VIEIRA,PDT,26/02/1989,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,ELEITO,1838.0,45850.0,125000.0,123077.42
150000791845,2020,PB,PREFEITO,90,JÚNIOR DRZINHO,PROS,25/12/1990,30,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,POLICIAL MILITAR,NÃO ELEITO,3576.0,7200.0,10100.0,123077.42
150000655211,2020,PB,PREFEITO,12,XATÓ,PDT,15/07/1951,69,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),ELEITO,3331.0,63100.0,375000.0,123077.42
150001196517,2020,PB,PREFEITO,51,PROFESSOR GERSON,PATRIOTA,27/02/1970,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,68.0,1847.0,,123077.42
150001075417,2020,PB,PREFEITO,12,ERNANDES GOUVEIA,PDT,12/08/1961,59,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,NÃO ELEITO,232.0,25000.0,250000.0,123077.42
150001274332,2020,PB,PREFEITO,70,ANNA VÍRGINIA,AVANTE,05/05/1987,33,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,ELEITO,6500.0,50200.0,200000.0,123077.42
150000802795,2020,PB,PREFEITO,19,EMMANUEL,PODE,10/04/1977,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,COMERCIANTE,#NULO#,,0.0,270000.0,123077.42
150000639709,2020,PB,PREFEITO,11,MARQUINHOS GOMES,PP,04/07/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,1224.0,43850.0,200000.0,123077.42
150000663028,2020,PB,PREFEITO,15,JOSA,MDB,05/12/1961,59,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,AGRICULTOR,#NULO#,,3000.0,160000.0,123077.42
150000738621,2020,PB,PREFEITO,11,LUIZ CLAUDINO,PP,04/08/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,ELEITO,7260.0,71999.0,271388.0,123077.42
150000637038,2020,PB,PREFEITO,45,ANTONIO LOPES,PSDB,15/05/1949,71,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,4256.0,56528.0,391361.0,123077.42
150001076036,2020,PB,PREFEITO,45,ZÉ DE OSCAR,PSDB,17/10/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,2513.0,19514.0,120000.0,123077.42
150001103267,2020,PB,PREFEITO,25,NELSINHO,DEM,24/12/1984,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,ELEITO,943.0,42125.11,229016.63,123077.42
150000668787,2020,PB,PREFEITO,55,ONILDO,PSD,04/01/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADMINISTRADOR,ELEITO,1514.0,53558.35,45000.0,123077.42
150001060733,2020,PB,PREFEITO,15,CIDA DE JEOVÁ,MDB,18/04/1973,47,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,NÃO ELEITO,1571.0,15300.0,,123077.42
150000695493,2020,PB,PREFEITO,15,GILSON BORGES,MDB,01/07/1962,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,REPRESENTANTE COMERCIAL,NÃO ELEITO,2010.0,32800.0,73194.58,123077.42
150001264238,2020,PB,PREFEITO,22,ISAC SEVERO,PL,20/02/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,1249.0,40000.0,520000.0,123077.42
150000867536,2020,PB,PREFEITO,65,JARIO DE JANUÁRIO,PC do B,02/11/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,VEREADOR,NÃO ELEITO,690.0,7121.0,330000.0,123077.42
150000817173,2020,PB,PREFEITO,14,DR SEGUNDO SANTIAGO,PTB,16/10/1983,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,4713.0,108677.52,481400.44,123077.42
150000687081,2020,PB,PREFEITO,23,JARSON DO PASTOR,CIDADANIA,19/11/1977,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,COMERCIANTE,ELEITO,3817.0,88300.7,1012294.25,123077.42
150001112305,2020,PB,PREFEITO,23,FERNANDO NAIA,CIDADANIA,30/04/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,6145.0,63850.0,15572.779999999999,123077.42
150001111963,2020,PB,PREFEITO,23,NEIDE,CIDADANIA,23/08/1974,46,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,1602.0,41768.0,10460.89,123077.42
150001198270,2020,PB,PREFEITO,65,SUELI CUNHA,PC do B,31/07/1969,51,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,ADVOGADO,NÃO ELEITO,70.0,5750.0,,123077.42
150001193258,2020,PB,PREFEITO,11,EDGLEI AMORIM,PP,22/08/1983,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,ELEITO,813.0,40900.0,86000.0,123077.42
150001193588,2020,PB,PREFEITO,10,KLEBER,REPUBLICANOS,05/01/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,1791.0,73749.6,1151.07,123077.42
150000653451,2020,PB,PREFEITO,23,CELIO DA USINA,CIDADANIA,24/03/1962,58,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,PREFEITO,ELEITO,2843.0,22400.0,94003.65,123077.42
150000830787,2020,PB,PREFEITO,45,AQUINO LEITE,PSDB,16/01/1981,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,3632.0,66044.5,35000.0,123077.42
150000897411,2020,PB,PREFEITO,27,ALEXANDRE MEU QUERIDO,DC,28/07/1962,58,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,34.0,380.0,145000.0,123077.42
150000951154,2020,PB,PREFEITO,13,CARLOS SILVA,PT,01/05/1969,51,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,NÃO ELEITO,52.0,25000.0,206000.0,123077.42
150000970181,2020,PB,PREFEITO,65,DR JORGE,PC do B,28/07/1964,56,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ADVOGADO,NÃO ELEITO,192.0,24000.0,579900.22,123077.42
150001179897,2020,PB,PREFEITO,43,ZÉ ANTÔNIO ,PV,08/05/1963,57,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,279.0,0.0,115000.0,123077.42
150000828802,2020,PB,PREFEITO,15,ELUILSON ARCANJO,MDB,18/12/1968,52,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,3045.0,51143.45,260000.0,123077.42
150000728919,2020,PB,PREFEITO,23,CHICO MENDES,CIDADANIA,13/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,8613.0,83223.35,2509508.49,123077.42
150001230631,2020,PB,PREFEITO,51,NINO DO TEMPERO,PATRIOTA,07/12/1965,55,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,COMERCIANTE,NÃO ELEITO,61.0,2467.0,5000.0,225948.14
150000637707,2020,PB,PREFEITO,55,ANTONIO JUSTINO,PSD,23/10/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,2758.0,38033.4,238000.0,123077.42
150001214592,2020,PB,PREFEITO,55,CÍCERO DO CARMO,PSD,03/08/1991,29,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,2165.0,41479.0,97820.0,123077.42
150000841718,2020,PB,PREFEITO,22,BÔDA,PL,08/12/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,4969.0,124200.0,220254.69,123077.42
150001054846,2020,PB,PREFEITO,10,DOCA LIMA,REPUBLICANOS,11/06/1952,68,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,1582.0,47623.0,264000.0,123077.42
150000634548,2020,PB,PREFEITO,25,KAISER ROCHA,DEM,05/11/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,#NULO#,10830.0,,343900.0,123077.42
150000722948,2020,PB,PREFEITO,90,SINVAL,PROS,29/07/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,6447.0,86400.0,466995.76,123077.42
150000643787,2020,PB,PREFEITO,45,JACÓ MACIEL,PSDB,20/03/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,10293.0,79550.0,501285.24,228768.82
150000763588,2020,PB,PREFEITO,22,ORISVALDO MIRANDA,PL,22/03/1967,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,51.0,7300.0,112250.0,123077.42
150001033651,2020,PB,PREFEITO,25,DIOGO,DEM,17/03/1994,26,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",ELEITO,2450.0,60629.25,35000.0,123077.42
150000676096,2020,PB,PREFEITO,45,RUY CARNEIRO,PSDB,17/08/1970,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,DEPUTADO,NÃO ELEITO,59730.0,1490896.53,649968.67,2808392.83
150000645085,2020,PB,PREFEITO,12,ANDRÉ GOMES,PDT,07/08/1978,42,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,3203.0,97000.0,,123077.42
150000777109,2020,PB,PREFEITO,23,DR JUCIANO FARIAS,CIDADANIA,21/01/1969,51,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,MÉDICO,NÃO ELEITO,2222.0,27496.35,774529.57,123077.42
150000723360,2020,PB,PREFEITO,15,JOYCE,MDB,22/02/1993,27,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PSICÓLOGO,ELEITO,1868.0,70318.25,83485.6,123077.42
150001065754,2020,PB,PREFEITO,33,EMANUEL,PMN,09/08/1981,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,8.0,0.0,123932.20999999999,238580.64
150000775216,2020,PB,PREFEITO,25,STENIEL,DEM,19/04/1978,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,1772.0,40000.0,170000.0,123077.42
150000851923,2020,PB,PREFEITO,10,DR GENOILTON,REPUBLICANOS,30/07/1951,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,NÃO ELEITO,2614.0,67623.0,650000.0,123077.42
150001186845,2020,PB,PREFEITO,77,IRMÃO DO PÃO,SOLIDARIEDADE,09/11/1976,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,"PADEIRO, CONFEITEIRO E ASSEMELHADOS",NÃO ELEITO,118.0,8000.0,,123077.42
150000817414,2020,PB,PREFEITO,45,PAULINHO DE NIL,PSDB,12/01/1991,29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,585.0,30000.0,80000.0,123077.42
150001087073,2020,PB,PREFEITO,22,JORGINHO,PL,13/11/1988,32,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,2518.0,58000.0,606332.11,123077.42
150000980797,2020,PB,PREFEITO,90,NEL BARÃO,PROS,14/02/1966,54,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,ADMINISTRADOR,NÃO ELEITO,1574.0,51280.0,,123077.42
150000815593,2020,PB,PREFEITO,20,DRA SILVIA,PSC,28/06/1967,53,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO,7248.0,40820.0,870169.3,153279.01
150000993544,2020,PB,PREFEITO,14,VOGEL,PTB,06/11/1959,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,1842.0,63432.55,85000.0,123077.42
150000795420,2020,PB,PREFEITO,25,BETO DE CHICO,DEM,25/11/1970,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,2544.0,49300.0,630000.0,123077.42
150001271245,2020,PB,PREFEITO,12,NAURA DE BERGUINHO,PDT,24/05/1966,54,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PSICÓLOGO,NÃO ELEITO,4285.0,85000.0,30000.0,123077.42
150000985602,2020,PB,PREFEITO,11,HALLYSSON OLIVEIRA,PP,29/08/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,2803.0,39168.0,5170000.0,123077.42
150001084882,2020,PB,PREFEITO,12,JORGE,PDT,27/01/1978,42,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,OUTROS,ELEITO,5185.0,70000.0,,123077.42
150000666238,2020,PB,PREFEITO,14,MELQUIADES NASCIMENTO,PTB,18/12/1963,57,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,FOTÓGRAFO E ASSEMELHADOS,ELEITO,3732.0,57122.0,435000.0,123077.42
150001265513,2020,PB,PREFEITO,40,DRA. ELAINE,PSB,26/01/1981,39,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,2061.0,90191.9,600000.0,123077.42
150001203941,2020,PB,PREFEITO,65,ETIM,PC do B,29/10/1971,49,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,23.0,1390.45,291000.0,123077.42
150001187440,2020,PB,PREFEITO,23,ALDO,CIDADANIA,06/01/1981,39,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,COMERCIANTE,NÃO ELEITO,125.0,26410.0,136957.0,123077.42
150000727920,2020,PB,PREFEITO,19,CENINHA LUCENA,PODE,14/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGENTE POSTAL,ELEITO,3436.0,118040.0,96038.8,123077.42
150001203407,2020,PB,PREFEITO,12,LEONARDO BARROS,PDT,25/06/1986,34,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,NÃO ELEITO,602.0,29093.78,238000.0,320066.19
150001181333,2020,PB,PREFEITO,55,TADEU,PSD,22/02/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGENTE ADMINISTRATIVO,NÃO ELEITO,542.0,2500.0,530000.0,123077.42
150000918411,2020,PB,PREFEITO,22,GUEL,PL,27/12/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,1040.0,48714.0,80000.0,123077.42
150000932752,2020,PB,PREFEITO,43,VALTER DE DAMIÃO,PV,19/09/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,TÉCNICO EM AGRONOMIA E AGRIMENSURA,NÃO ELEITO,47.0,6875.9,70946.05,123077.42
150001219204,2020,PB,PREFEITO,65,VALMI OLIVEIRA,PC do B,20/05/1980,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,707.0,5685.55,62964.58,123077.42
150000932058,2020,PB,PREFEITO,22,MATHEUS GOMES,PL,03/08/1999,21,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,545.0,30350.0,3536.0,123077.42
150000825538,2020,PB,PREFEITO,11,CLAUDINHA,PP,27/09/1990,30,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,2974.0,81317.0,,123077.42
150000922956,2020,PB,PREFEITO,45,SIDNEY FILHO,PSDB,07/01/1983,37,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ADVOGADO,NÃO ELEITO,2587.0,84900.0,180324.4,123077.42
150000688527,2020,PB,PREFEITO,11,JARBAS MELO,PP,12/12/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,2106.0,60675.0,216000.0,123077.42
150001199279,2020,PB,PREFEITO,90,JEIMESON,PROS,17/05/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,AGRICULTOR,NÃO ELEITO,2183.0,35152.85,85000.0,123077.42
150000675571,2020,PB,PREFEITO,10,MÁRCIO LEITE,REPUBLICANOS,06/09/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,TÉCNICO EM AGRONOMIA E AGRIMENSURA,ELEITO,2020.0,88923.0,40000.0,194349.36
150000666117,2020,PB,PREFEITO,15,ROGERIO CAMPOS,MDB,18/04/1963,57,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,FISCAL,ELEITO,2200.0,77623.0,,123077.42
150000861015,2020,PB,PREFEITO,10,VALONE DIAS,REPUBLICANOS,15/09/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,3950.0,87573.0,77466.86,123077.42
150000937760,2020,PB,PREFEITO,23,MACARRÃO,CIDADANIA,18/07/1982,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),NÃO INFORMADO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",NÃO ELEITO,3820.0,30000.0,,238580.64
150001202029,2020,PB,PREFEITO,15,AZENILDO,MDB,10/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,1995.0,45070.0,,123077.42
150000653247,2020,PB,PREFEITO,11,DRA JOURDANA DINIZ,PP,06/07/1988,32,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,5310.0,90400.0,622493.22,123077.42
150000973736,2020,PB,PREFEITO,51,CAPITÃO SENA,PATRIOTA,28/04/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,1483.0,3899.0,,380184.95
150000766343,2020,PB,PREFEITO,70,MARGARIDA RAMALHO,AVANTE,01/04/1963,57,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),BRANCA,OUTROS,NÃO ELEITO,1916.0,15300.0,855000.0,123077.42
150000718884,2020,PB,PREFEITO,22,LORENA,PL,18/06/1987,33,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,11533.0,196000.0,277007.42,193509.59
150000993490,2020,PB,PREFEITO,28,FERNANDO NUNES,PRTB,07/09/1959,61,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,42.0,4995.0,106988.0,123077.42
150000909918,2020,PB,PREFEITO,23,CHICO MALA,CIDADANIA,16/06/1960,60,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,2297.0,29100.0,426113.0,123077.42
150001093475,2020,PB,PREFEITO,12,MATIAS,PDT,23/04/1965,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,2554.0,30000.0,276000.0,477866.92
150000640911,2020,PB,PREFEITO,51,EVANE DO MERCADINHO,PATRIOTA,25/03/1965,55,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,230.0,8340.0,170000.0,123077.42
150000828587,2020,PB,PREFEITO,70,ELIANE GALDINO,AVANTE,03/05/1963,57,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,6584.0,118194.2,,123077.42
150000813592,2020,PB,PREFEITO,23,DR LÚCIO,CIDADANIA,16/03/1962,58,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,7834.0,70100.0,917055.61,123077.42
150001035683,2020,PB,PREFEITO,40,ALLAN SEIXAS,PSB,29/03/1982,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,3150.0,54976.3,652681.29,123077.42
150000760274,2020,PB,PREFEITO,11,PEDRO BARBOSA,PP,09/01/1952,68,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,2123.0,25168.0,,123077.42
150001273669,2020,PB,PREFEITO,10,BRAZ ANASTÁCIO,REPUBLICANOS,06/08/1970,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,NÃO ELEITO,533.0,12623.0,10000.0,123077.42
150000691913,2020,PB,PREFEITO,51,VALDERIY GOMES,PATRIOTA,27/08/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),AMARELA,EMPRESÁRIO,NÃO ELEITO,886.0,610.0,12000.0,123077.42
150001402975,2020,PB,PREFEITO,11,FERNANDO MORAES,PP,13/03/1960,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),BRANCA,AGRICULTOR,NÃO ELEITO,2160.0,100000.0,,-1
150001216391,2020,PB,PREFEITO,15,MORGANA MACENA,MDB,22/02/1961,59,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,3843.0,23150.0,820000.0,235920.4
150000718598,2020,PB,PREFEITO,23,GILENE CÂNDIDO,CIDADANIA,01/07/1967,53,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,1305.0,29565.25,11352.1,123077.42
150000741827,2020,PB,PREFEITO,45,TEREZINHA DE ZE AFONSO,PSDB,14/06/1979,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,2286.0,112860.0,,123077.42
150000865178,2020,PB,PREFEITO,40,RAIMUNDO ANTUNES,PSB,05/04/1965,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,2197.0,36321.5,,123077.42
150001178157,2020,PB,PREFEITO,12,DONA ALINE,PDT,25/02/1942,78,FEMININO,LÊ E ESCREVE,VIÚVO(A),PARDA,EMPRESÁRIO,ELEITO,6064.0,113500.0,7158904.37,261882.96
150000659344,2020,PB,PREFEITO,25,SEGUNDO DOMICIANO,DEM,20/07/1986,34,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VETERINÁRIO,ELEITO,3218.0,19800.0,,123077.42
150000681515,2020,PB,PREFEITO,23,FABIO TYRONE,CIDADANIA,27/02/1972,48,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,ELEITO,24483.0,249629.81,8648003.97,385738.62
150000634205,2020,PB,PREFEITO,12,JEFERSON VIEIRA,PDT,25/02/1988,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ENGENHEIRO,NÃO ELEITO,2349.0,33514.0,599286.0,123077.42
150000913519,2020,PB,PREFEITO,11,DIEGO DO KIPREÇO,PP,11/06/1991,29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,12939.0,241116.0,162000.0,380184.95
150000730194,2020,PB,PREFEITO,25,SANTIAGO,DEM,23/04/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,COMERCIANTE,NÃO ELEITO,1423.0,21000.0,,123077.42
150000795061,2020,PB,PREFEITO,25,BETO DE CHICO,DEM,25/11/1970,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),NÃO INFORMADO,OUTROS,#NULO#,2544.0,,630000.0,123077.42
150000670965,2020,PB,PREFEITO,11,NOBINHO ALMEIDA,PP,19/02/1967,53,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,EMPRESÁRIO,ELEITO,12077.0,276070.7,528804.27,301932.72
