SQ_CANDIDATO,ANO_ELEICAO,SG_UF,SG_UE,NOME_MUNICIPIO,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,SG_PAST_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,NM_CANDIDATO
150000986815,2020,PB,19062,CAPIM,PREFEITO,45,TIAGO LISBOA,PSDB,PSDB,06/02/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,ELEITO,TIAGO ROBERTO LISBOA
150000938030,2020,PB,19992,CRUZ DO ESPÍRITO SANTO,PREFEITO,10,MARLYSON,REPUBLICANOS,PSD,29/06/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,MARLYSON PEDRO COSTA
150000860249,2020,PB,20877,MATARACA,PREFEITO,40,EGBERTO MADRUGA,PSB,PTB,24/04/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,EGBERTO COUTINHO MADRUGA
150000937107,2020,PB,19992,CRUZ DO ESPÍRITO SANTO,PREFEITO,25,ALINY POVÃO,DEM,PSD,10/05/1983,37,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,VEREADOR,ELEITO,ALINY CIBELY CUNHA DA SILVA FARIAS
150000857496,2020,PB,19739,CAIÇARA,PREFEITO,22,TARCISINHO,PL,PSB,23/06/1970,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO FEDERAL,ELEITO,TARCISIO ALBERTO LOPES SOARES
150001244224,2020,PB,21512,QUEIMADAS,PREFEITO,51,PREÁ,PATRIOTA,PSB,18/09/1971,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,JOSÉ RICARDO DE SOUZA REGO
150000730086,2020,PB,19780,BARRA DE SANTANA,PREFEITO,55,CACILDA,PSD,PSD,25/09/1964,56,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,ELEITO,CACILDA FARIAS LOPES DE ANDRADE
150000867543,2020,PB,20656,LAGOA DE DENTRO,PREFEITO,55,ZEZINHO DA RAPADURA,PSD,PSD,09/01/1966,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,JOSE PEDRO DA SILVA
150000815368,2020,PB,19526,POÇO DE JOSÉ DE MOURA,PREFEITO,70,LUIS ANACLETO,AVANTE,DEM,05/04/1983,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,LUIS ANACLETO CABRAL
150001032005,2020,PB,20133,DIAMANTE,PREFEITO,23,CLARICE MELO,CIDADANIA,PSDB,09/08/1951,69,FEMININO,LÊ E ESCREVE,VIÚVO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,CLARICE PEREIRA DE AGUIAR
150001078513,2020,PB,20834,MARI,PREFEITO,77,CLECIO SOUSA,SOLIDARIEDADE,PSD,18/04/1975,45,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,CLECIO ANTONIO DE SOUSA
150001008518,2020,PB,19445,SÃO JOSÉ DE PRINCESA,PREFEITO,55,RIALTOAN ARAÚJO,PSD,PMDB,03/02/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,ANTONIO RIALTOAM DE ARAÚJO
150001074911,2020,PB,19003,RIACHÃO DO POÇO,PREFEITO,25,CILINHA ,DEM,DEM,03/10/1972,48,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PREFEITO,ELEITO,MARIA AUXILIADORA DIAS DO REGO
150000673051,2020,PB,22179,SERRA REDONDA,PREFEITO,22,CHICÃO BERNARDO,PL,PSD,10/03/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,OUTROS,ELEITO,FRANCISCO BERNARDO DOS SANTOS
150001042265,2020,PB,19755,CAJAZEIRAS,PREFEITO,11,ZÉ ALDEMIR,PP,PP,13/01/1946,74,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO,JOSÉ ALDEMIR MEIRELES DE ALMEIDA
150001194469,2020,PB,21911,SÃO JOSÉ DE PIRANHAS,PREFEITO,22,DOMINGOS NETO,PL,PSB,07/06/1981,39,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,AGENTE ADMINISTRATIVO,NÃO ELEITO,DOMINGOS LEITE DA SILVA NETO
150000862540,2020,PB,19810,CAMPINA GRANDE,PREFEITO,19,ANA CLÁUDIA,PODE,PSDB,01/09/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,ANA CLÁUDIA OLIVEIRA DA NÓBREGA VITAL DO RÊGO
150001187898,2020,PB,20419,ITAPORANGA,PREFEITO,12,BERGUINHO,PDT,PMDB,22/02/1960,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,#NULO#,AUDIBERG ALVES DE CARVALHO
150000999386,2020,PB,20737,LUCENA,PREFEITO,25,ALEX MONTEIRO,DEM,PSB,12/03/1981,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,#NULO#,ALEX MENDONÇA CAMELO
150000983803,2020,PB,21830,SÃO JOÃO DO TIGRE,PREFEITO,55,YGOR QUEIROZ,PSD,PSB,27/08/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,YGOR DAMÁSIO DE FREITAS QUEIROZ
150000726444,2020,PB,19143,MATINHAS,PREFEITO,23,BENEDITO,CIDADANIA,PSD,04/03/1966,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,ELEITO,BENEDITO BRAZ DA SILVA
150000717441,2020,PB,19569,SANTA INÊS,PREFEITO,12,FELIX VIEIRA,PDT,PDT,26/02/1989,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,ELEITO,FELIX HENRIQUE LEITE VIEIRA
150000791845,2020,PB,20370,INGÁ,PREFEITO,90,JÚNIOR DRZINHO,PROS,PSD,25/12/1990,30,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,POLICIAL MILITAR,NÃO ELEITO,JOSE DE ARIMATEA ALVES GUEDES JUNIOR
150000655211,2020,PB,22292,TACIMA,PREFEITO,12,XATÓ,PDT,PMDB,15/07/1951,69,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),ELEITO,LUIS RODRIGUES SOBRINHO
150001196517,2020,PB,20737,LUCENA,PREFEITO,51,PROFESSOR GERSON,PATRIOTA,PSB,27/02/1970,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,GERSON DE ANDRADE
150001075417,2020,PB,20559,JUAZEIRINHO,PREFEITO,12,ERNANDES GOUVEIA,PDT,PT do B,12/08/1961,59,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,NÃO ELEITO,ERNANDES FERREIRA GOUVEIA
150001274332,2020,PB,20559,JUAZEIRINHO,PREFEITO,70,ANNA VÍRGINIA,AVANTE,PT do B,05/05/1987,33,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,ELEITO,ANNA VIRGÍNIA DE BRITO MATIAS
150000802795,2020,PB,20699,LASTRO,PREFEITO,19,EMMANUEL,PODE,PSDB,10/04/1977,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,COMERCIANTE,#NULO#,WILMESON EMMANUEL MENDES SARMENTO
150000639709,2020,PB,19500,BERNARDINO BATISTA,PREFEITO,11,MARQUINHOS GOMES,PP,PSB,04/07/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,ANTONIO MARCOS FILHO
150000663028,2020,PB,21113,OLIVEDOS,PREFEITO,15,JOSA,MDB,PSD,05/12/1961,59,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,AGRICULTOR,#NULO#,JOSIMAR GONÇALVES COSTA
150000738621,2020,PB,19135,SÃO JOÃO DO RIO DO PEIXE,PREFEITO,11,LUIZ CLAUDINO,PP,PP,04/08/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,ELEITO,LUIZ CLAUDINO DE CARVALHO FLORÊNCIO
150000637038,2020,PB,19976,COREMAS,PREFEITO,45,ANTONIO LOPES,PSDB,PDT,15/05/1949,71,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,ANTONIO CARLOS CAVALCANTI LOPES
150001076036,2020,PB,19291,BAÍA DA TRAIÇÃO,PREFEITO,45,ZÉ DE OSCAR,PSDB,PTB,17/10/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,JOSE ALBERTO DIAS FREIRE
150001103267,2020,PB,19704,COXIXOLA,PREFEITO,25,NELSINHO,DEM,DEM,24/12/1984,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,ELEITO,NELSON JOSE NEVES HONORATO
150000668787,2020,PB,19224,SÃO DOMINGOS DO CARIRI,PREFEITO,55,ONILDO,PSD,PSDB,04/01/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADMINISTRADOR,ELEITO,ONILDO LINDBERG ANANIAS DA SILVA
150001060733,2020,PB,19003,RIACHÃO DO POÇO,PREFEITO,15,CIDA DE JEOVÁ,MDB,DEM,18/04/1973,47,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,NÃO ELEITO,MARIA APARECIDA DA SILVA
150000695493,2020,PB,21032,NOVA FLORESTA,PREFEITO,15,GILSON BORGES,MDB,PSB,01/07/1962,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,REPRESENTANTE COMERCIAL,NÃO ELEITO,FRANCISCO GILSON DA SILVA
150001264238,2020,PB,19771,CALDAS BRANDÃO,PREFEITO,22,ISAC SEVERO,PL,PMDB,20/02/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,ISAC GONÇALVES DE VASCONCELOS
150000867536,2020,PB,19682,TENÓRIO,PREFEITO,65,JARIO DE JANUÁRIO,PC do B,PSB,02/11/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,VEREADOR,NÃO ELEITO,JARIO JERBERTON DA SILVA
150000817173,2020,PB,22390,UIRAÚNA,PREFEITO,14,DR SEGUNDO SANTIAGO,PTB,PSDB,16/10/1983,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,JOSE NILSON SANTIAGO SEGUNDO
150000687081,2020,PB,21032,NOVA FLORESTA,PREFEITO,23,JARSON DO PASTOR,CIDADANIA,PSB,19/11/1977,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,COMERCIANTE,ELEITO,JARSON SANTOS DA SILVA
150001112305,2020,PB,21598,RIO TINTO,PREFEITO,23,FERNANDO NAIA,CIDADANIA,PSB,30/04/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,JOSÉ FERNANDES GORGONHO NETO
150001111963,2020,PB,19283,SOSSÊGO,PREFEITO,23,NEIDE,CIDADANIA,PSB,23/08/1974,46,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,LUSINEIDE OLIVEIRA LIMA ALMEIDA
150001198270,2020,PB,20737,LUCENA,PREFEITO,65,SUELI CUNHA,PC do B,PSB,31/07/1969,51,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,ADVOGADO,NÃO ELEITO,SUELI CUNHA DA SILVA
150001193258,2020,PB,19267,SANTO ANDRÉ,PREFEITO,11,EDGLEI AMORIM,PP,PDT,22/08/1983,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,ELEITO,EDGLEI AMORIM DO NASCIMENTO
150001193588,2020,PB,20575,JUNCO DO SERIDÓ,PREFEITO,10,KLEBER,REPUBLICANOS,PSB,05/01/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,KLEBER FERNANDES DE MEDEIROS
150000653451,2020,PB,19887,VIEIRÓPOLIS,PREFEITO,23,CELIO DA USINA,CIDADANIA,PSC,24/03/1962,58,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,PREFEITO,ELEITO,JOSE CELIO ARISTOTELES
150000830787,2020,PB,19070,ALAGOA NOVA,PREFEITO,45,AQUINO LEITE,PSDB,PSDB,16/01/1981,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,JOSÉ UCHÔA DE AQUINO LEITE
150000897411,2020,PB,19259,AROEIRAS,PREFEITO,27,ALEXANDRE MEU QUERIDO,DC,PSDB,28/07/1962,58,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,AFONSO ALEXANDRE SOARES
150000951154,2020,PB,21490,PUXINANÃ,PREFEITO,13,CARLOS SILVA,PT,PRB,01/05/1969,51,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,NÃO ELEITO,CARLOS ANTONIO VICENTE DA SILVA
150000970181,2020,PB,19151,ARAÇAGI,PREFEITO,65,DR JORGE,PC do B,PSB,28/07/1964,56,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ADVOGADO,NÃO ELEITO,JOSEILSON LUIS ALVES
150001179897,2020,PB,21199,PAULISTA,PREFEITO,43,ZÉ ANTÔNIO ,PV,PR,08/05/1963,57,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,JOSÉ ANTÔNIO DA SILVA
150000828802,2020,PB,22292,TACIMA,PREFEITO,15,ELUILSON ARCANJO,MDB,PMDB,18/12/1968,52,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,ELUILSON DE SOUSA ARCANJO
150000728919,2020,PB,21911,SÃO JOSÉ DE PIRANHAS,PREFEITO,23,CHICO MENDES,CIDADANIA,PSB,13/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,FRANCISCO MENDES CAMPOS
150001230631,2020,PB,22071,SAPÉ,PREFEITO,51,NINO DO TEMPERO,PATRIOTA,PSB,07/12/1965,55,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,COMERCIANTE,NÃO ELEITO,JOÃO SABINO DOS SANTOS FILHO
150000637707,2020,PB,20150,DONA INÊS,PREFEITO,55,ANTONIO JUSTINO,PSD,PSD,23/10/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,ANTONIO JUSTINO DE ARAUJO NETO
150001214592,2020,PB,19763,ALCANTIL,PREFEITO,55,CÍCERO DO CARMO,PSD,PRB,03/08/1991,29,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,CICERO JOSÉ FERNANDES DO CARMO
150000841718,2020,PB,19054,ALAGOA GRANDE,PREFEITO,22,BÔDA,PL,PSD,08/12/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,HILDON RÉGIS NAVARRO FILHO
150001054846,2020,PB,19488,MATO GROSSO,PREFEITO,10,DOCA LIMA,REPUBLICANOS,PMDB,11/06/1952,68,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,RAIMUNDO JOSE DE LIMA
150000634548,2020,PB,22217,SOLÂNEA,PREFEITO,25,KAISER ROCHA,DEM,DEM,05/11/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,#NULO#,KAYSER NOGUEIRA PINTO ROCHA
150000722948,2020,PB,20397,ITABAIANA,PREFEITO,90,SINVAL,PROS,PSB,29/07/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,JOSE SINVAL DA SILVA NETO
150000643787,2020,PB,21512,QUEIMADAS,PREFEITO,45,JACÓ MACIEL,PSDB,PSB,20/03/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,JACÓ MOREIRA MACIEL
150000763588,2020,PB,22292,TACIMA,PREFEITO,22,ORISVALDO MIRANDA,PL,PMDB,22/03/1967,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,ORISVALDO BARBOSA DE MIRANDA
150001033651,2020,PB,21059,NOVA OLINDA,PREFEITO,25,DIOGO,DEM,PSDB,17/03/1994,26,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",ELEITO,DIOGO RICHELLI ROSAS
150000676096,2020,PB,20516,JOÃO PESSOA,PREFEITO,45,RUY CARNEIRO,PSDB,PSD,17/08/1970,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,DEPUTADO,NÃO ELEITO,RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR
150000645085,2020,PB,19941,BOA VISTA,PREFEITO,12,ANDRÉ GOMES,PDT,PDT,07/08/1978,42,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,ANDRE LUIZ GOMES DE ARAUJO
150000777109,2020,PB,19534,IGARACY,PREFEITO,23,DR JUCIANO FARIAS,CIDADANIA,PTB,21/01/1969,51,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,MÉDICO,NÃO ELEITO,JUCIANO LUCAS DE FARIAS
150000723360,2020,PB,20176,DUAS ESTRADAS,PREFEITO,15,JOYCE,MDB,PR,22/02/1993,27,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PSICÓLOGO,ELEITO,JOYCE RENALLY FELIX NUNES
150001065754,2020,PB,19933,CONDE,PREFEITO,33,EMANUEL,PMN,PSB,09/08/1981,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,EMANUEL DE SANTANA MAGLIANO
150000775216,2020,PB,19038,AGUIAR,PREFEITO,25,STENIEL,DEM,PTB,19/04/1978,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,STENIEL MENDES CABRAL
150000851923,2020,PB,21091,OLHO D'ÁGUA,PREFEITO,10,DR GENOILTON,REPUBLICANOS,PMDB,30/07/1951,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,NÃO ELEITO,GENOILTON JOÃO DE CARVALHO ALMEIDA
150001186845,2020,PB,21598,RIO TINTO,PREFEITO,77,IRMÃO DO PÃO,SOLIDARIEDADE,PSB,09/11/1976,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,"PADEIRO, CONFEITEIRO E ASSEMELHADOS",NÃO ELEITO,JOSÉ FRANCISCO DE PAULA
150000817414,2020,PB,19666,SANTARÉM,PREFEITO,45,PAULINHO DE NIL,PSDB,PTB,12/01/1991,29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,PAULO HENRIQUE ALMEIDA DE ANDRADE
150001087073,2020,PB,19917,CONDADO,PREFEITO,22,JORGINHO,PL,PR,13/11/1988,32,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,JORGE HENRIQUE DE ALMEIDA
150000980797,2020,PB,21598,RIO TINTO,PREFEITO,90,NEL BARÃO,PROS,PSB,14/02/1966,54,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,ADMINISTRADOR,NÃO ELEITO,OTONIEL CORREIA DANTAS
150000815593,2020,PB,19216,AREIA,PREFEITO,20,DRA SILVIA,PSC,PSDB,28/06/1967,53,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO,SILVIA CESAR FARIAS DA CUNHA LIMA
150000993544,2020,PB,19321,ASSUNÇÃO,PREFEITO,14,VOGEL,PTB,PTB,06/11/1959,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,LUIZ WALDVOGEL DE OLIVEIRA SANTOS
150000795420,2020,PB,20001,SANTA CECÍLIA,PREFEITO,25,BETO DE CHICO,DEM,DEM,25/11/1970,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,ROBERTO FLORENTINO PESSOA
150001271245,2020,PB,20419,ITAPORANGA,PREFEITO,12,NAURA DE BERGUINHO,PDT,PMDB,24/05/1966,54,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PSICÓLOGO,NÃO ELEITO,NAURA NEY LIMA FERREIRA DE CARVALHO
150000985602,2020,PB,20494,JERICÓ,PREFEITO,11,HALLYSSON OLIVEIRA,PP,PP,29/08/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,CÍCERO HALLYSSON CURA OLIVEIRA
150001084882,2020,PB,21393,PITIMBU,PREFEITO,12,JORGE,PDT,PSD,27/01/1978,42,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,OUTROS,ELEITO,JORGE LUIZ DE LIMA SANTOS
150000666238,2020,PB,20974,MULUNGU,PREFEITO,14,MELQUIADES NASCIMENTO,PTB,PTB,18/12/1963,57,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,FOTÓGRAFO E ASSEMELHADOS,ELEITO,MELQUIADES JOÃO DO NASCIMENTO SILVA
150001265513,2020,PB,19410,BELÉM DO BREJO DO CRUZ,PREFEITO,40,DRA. ELAINE,PSB,PT do B,26/01/1981,39,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,ELAINE CATARINE FERNANDES SALVIANO LACERDA
150001203941,2020,PB,19534,IGARACY,PREFEITO,65,ETIM,PC do B,PTB,29/10/1971,49,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,FRANCISCO ERICKE MARTINS
150001187440,2020,PB,22314,TAPEROÁ,PREFEITO,23,ALDO,CIDADANIA,PMDB,06/01/1981,39,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,COMERCIANTE,NÃO ELEITO,ALDO SOBRAL DE HOLANDA
150000727920,2020,PB,19496,BONITO DE SANTA FÉ,PREFEITO,19,CENINHA LUCENA,PODE,PSB,14/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGENTE POSTAL,ELEITO,ANTONIO LUCENA FILHO
150001203407,2020,PB,21253,PEDRAS DE FOGO,PREFEITO,12,LEONARDO BARROS,PDT,PSB,25/06/1986,34,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,NÃO ELEITO,LEONARDO FERREIRA BARROS
150001181333,2020,PB,19720,PARARI,PREFEITO,55,TADEU,PSD,PSB,22/02/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGENTE ADMINISTRATIVO,NÃO ELEITO,JOSE TADEU AIRES CALUETE
150000918411,2020,PB,20290,GURINHÉM,PREFEITO,22,GUEL,PL,PMDB,27/12/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,GLEBSON SILVA PAIVA
150000932752,2020,PB,20877,MATARACA,PREFEITO,43,VALTER DE DAMIÃO,PV,PTB,19/09/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,TÉCNICO EM AGRONOMIA E AGRIMENSURA,NÃO ELEITO,VALTER DA SILVA
150001219204,2020,PB,19704,COXIXOLA,PREFEITO,65,VALMI OLIVEIRA,PC do B,DEM,20/05/1980,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,JOSE VALMI OLIVEIRA TORRES
150000932058,2020,PB,19470,BOM SUCESSO,PREFEITO,22,MATHEUS GOMES,PL,PTB,03/08/1999,21,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,MATHEUS GOMES DA SILVA
150000825538,2020,PB,22098,SÃO VICENTE DO SERIDÓ,PREFEITO,11,CLAUDINHA,PP,PSB,27/09/1990,30,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,ANA CLAUDIA DE FARIAS CABRAL
150000922956,2020,PB,21474,PRINCESA ISABEL,PREFEITO,45,SIDNEY FILHO,PSDB,PSB,07/01/1983,37,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ADVOGADO,NÃO ELEITO,JOSÉ SIDNEY OLIVEIRA FILHO
150000688527,2020,PB,21237,PEDRA LAVRADA,PREFEITO,11,JARBAS MELO,PP,PSD,12/12/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,JARBAS DE MELO AZEVEDO
150001199279,2020,PB,19020,SOBRADO,PREFEITO,90,JEIMESON,PROS,PSB,17/05/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,AGRICULTOR,NÃO ELEITO,JEIMESON LUIZ DE FRANÇA
150000675571,2020,PB,21830,SÃO JOÃO DO TIGRE,PREFEITO,10,MÁRCIO LEITE,REPUBLICANOS,PSB,06/09/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,TÉCNICO EM AGRONOMIA E AGRIMENSURA,ELEITO,MÁRCIO ALEXANDRE LEITE
