SQ_CANDIDATO,ANO_ELEICAO,SG_UF,SG_UE,NOME_MUNICIPIO,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,QT_VOTOS,VR_RECEITA,VR_BEM_CANDIDATO,VR_DESPESA_MAX_CAMPANHA,NM_CANDIDATO
150000650009,2020,PB,21172,PATOS,PREFEITO,27,HÉBER ADVOGADO,DC,17/07/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,665.0,18100.0,340000.0,653372.9,HÉBER TIBURTINO LEITE
150001226008,2020,PB,19860,SÃO FRANCISCO,PREFEITO,25,ADRIANO BARBOSA,DEM,23/02/1990,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,1685.0,125507.0,233697.0,123077.42,ADRIANO SARMENTO BARBOSA
150000802931,2020,PB,21652,SANTA CRUZ,PREFEITO,22,PAULO CÉSAR,PL,26/09/1976,44,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,ELEITO,2729.0,74700.0,103291.76000000001,123077.42,PAULO CÉSAR FERREIRA BATISTA
150000795998,2020,PB,19437,BOA VENTURA,PREFEITO,77,MIGUELZINHO,SOLIDARIEDADE,12/12/1972,48,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,1946.0,96344.08,179000.0,123077.42,MIGUEL ESTANISLAU FILHO
150000737675,2020,PB,22217,SOLÂNEA,PREFEITO,15,WALTER JUNIOR ,MDB,29/11/1979,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,155.0,16960.0,,123077.42,WALTER GALDINO DA SILVA JUNIOR
150000765222,2020,PB,21814,SÃO JOÃO DO CARIRI,PREFEITO,25,HELDER,DEM,24/12/1991,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,PREFEITO,ELEITO,2587.0,55256.3,257202.46,123077.42,JOSE HELDER TRAJANO DE QUEIROZ
150001131745,2020,PB,19330,BARRA DE SANTA ROSA,PREFEITO,11,ALYSSON CORRÊA,PP,16/07/1978,42,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,3575.0,44934.75,75000.0,123077.42,ALYSSON WAGNER CORRÊA NUNES
150000925324,2020,PB,19267,SANTO ANDRÉ,PREFEITO,23,ARIMATEA PORTO,CIDADANIA,09/10/1948,72,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,791.0,51123.0,3043456.09,123077.42,JOSE DE ARIMATEA PORTO MARTINS
150000769653,2020,PB,20478,JACARAÚ,PREFEITO,12,ELIAS COSTA,PDT,11/09/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",ELEITO,5043.0,91815.0,269901.96,123077.42,ELIAS COSTA PAULINO LUCAS
150000986815,2020,PB,19062,CAPIM,PREFEITO,45,TIAGO LISBOA,PSDB,06/02/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,ELEITO,3245.0,38184.8,12000.0,123077.42,TIAGO ROBERTO LISBOA
150000938030,2020,PB,19992,CRUZ DO ESPÍRITO SANTO,PREFEITO,10,MARLYSON,REPUBLICANOS,29/06/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,2693.0,47623.0,,123077.42,MARLYSON PEDRO COSTA
150000860249,2020,PB,20877,MATARACA,PREFEITO,40,EGBERTO MADRUGA,PSB,24/04/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,3560.0,71126.0,505000.0,123077.42,EGBERTO COUTINHO MADRUGA
150000937107,2020,PB,19992,CRUZ DO ESPÍRITO SANTO,PREFEITO,25,ALINY POVÃO,DEM,10/05/1983,37,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,VEREADOR,ELEITO,6319.0,85548.79,200000.0,123077.42,ALINY CIBELY CUNHA DA SILVA FARIAS
150000857496,2020,PB,19739,CAIÇARA,PREFEITO,22,TARCISINHO,PL,23/06/1970,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO FEDERAL,ELEITO,2576.0,35801.2,489000.0,123077.42,TARCISIO ALBERTO LOPES SOARES
150001244224,2020,PB,21512,QUEIMADAS,PREFEITO,51,PREÁ,PATRIOTA,18/09/1971,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,1047.0,7306.95,918688.0,228768.82,JOSÉ RICARDO DE SOUZA REGO
150000730086,2020,PB,19780,BARRA DE SANTANA,PREFEITO,55,CACILDA,PSD,25/09/1964,56,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,ELEITO,2627.0,63532.0,200000.0,123077.42,CACILDA FARIAS LOPES DE ANDRADE
150000867543,2020,PB,20656,LAGOA DE DENTRO,PREFEITO,55,ZEZINHO DA RAPADURA,PSD,09/01/1966,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,2987.0,122480.0,243293.03,123077.42,JOSE PEDRO DA SILVA
150000815368,2020,PB,19526,POÇO DE JOSÉ DE MOURA,PREFEITO,70,LUIS ANACLETO,AVANTE,05/04/1983,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,1325.0,25000.0,15000.0,123077.42,LUIS ANACLETO CABRAL
150001032005,2020,PB,20133,DIAMANTE,PREFEITO,23,CLARICE MELO,CIDADANIA,09/08/1951,69,FEMININO,LÊ E ESCREVE,VIÚVO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,539.0,22096.64,74680.08,123077.42,CLARICE PEREIRA DE AGUIAR
150001078513,2020,PB,20834,MARI,PREFEITO,77,CLECIO SOUSA,SOLIDARIEDADE,18/04/1975,45,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,1044.0,46600.0,359543.9,123077.42,CLECIO ANTONIO DE SOUSA
150001008518,2020,PB,19445,SÃO JOSÉ DE PRINCESA,PREFEITO,55,RIALTOAN ARAÚJO,PSD,03/02/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,344.0,7950.0,550000.0,123077.42,ANTONIO RIALTOAM DE ARAÚJO
150001074911,2020,PB,19003,RIACHÃO DO POÇO,PREFEITO,25,CILINHA ,DEM,03/10/1972,48,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PREFEITO,ELEITO,1853.0,30000.0,,123077.42,MARIA AUXILIADORA DIAS DO REGO
150000673051,2020,PB,22179,SERRA REDONDA,PREFEITO,22,CHICÃO BERNARDO,PL,10/03/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,OUTROS,ELEITO,3168.0,24536.0,40000.0,123077.42,FRANCISCO BERNARDO DOS SANTOS
150001042265,2020,PB,19755,CAJAZEIRAS,PREFEITO,11,ZÉ ALDEMIR,PP,13/01/1946,74,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO,16416.0,324890.6,991625.28,484133.27,JOSÉ ALDEMIR MEIRELES DE ALMEIDA
150001194469,2020,PB,21911,SÃO JOSÉ DE PIRANHAS,PREFEITO,22,DOMINGOS NETO,PL,07/06/1981,39,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,AGENTE ADMINISTRATIVO,NÃO ELEITO,958.0,63063.6,617550.0,123077.42,DOMINGOS LEITE DA SILVA NETO
150000862540,2020,PB,19810,CAMPINA GRANDE,PREFEITO,19,ANA CLÁUDIA,PODE,01/09/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,44313.0,2439922.71,4912579.8,3981974.79,ANA CLÁUDIA OLIVEIRA DA NÓBREGA VITAL DO RÊGO
150001187898,2020,PB,20419,ITAPORANGA,PREFEITO,12,BERGUINHO,PDT,22/02/1960,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,#NULO#,4285.0,20000.0,421000.0,123077.42,AUDIBERG ALVES DE CARVALHO
150000999386,2020,PB,20737,LUCENA,PREFEITO,25,ALEX MONTEIRO,DEM,12/03/1981,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,#NULO#,4471.0,,15000.0,123077.42,ALEX MENDONÇA CAMELO
150000983803,2020,PB,21830,SÃO JOÃO DO TIGRE,PREFEITO,55,YGOR QUEIROZ,PSD,27/08/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,1253.0,47214.8,29427.19,194349.36,YGOR DAMÁSIO DE FREITAS QUEIROZ
150000726444,2020,PB,19143,MATINHAS,PREFEITO,23,BENEDITO,CIDADANIA,04/03/1966,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,ELEITO,1975.0,19360.0,305000.0,123077.42,BENEDITO BRAZ DA SILVA
150000717441,2020,PB,19569,SANTA INÊS,PREFEITO,12,FELIX VIEIRA,PDT,26/02/1989,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,ELEITO,1838.0,45850.0,125000.0,123077.42,FELIX HENRIQUE LEITE VIEIRA
150000791845,2020,PB,20370,INGÁ,PREFEITO,90,JÚNIOR DRZINHO,PROS,25/12/1990,30,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,POLICIAL MILITAR,NÃO ELEITO,3576.0,7200.0,10100.0,123077.42,JOSE DE ARIMATEA ALVES GUEDES JUNIOR
150000655211,2020,PB,22292,TACIMA,PREFEITO,12,XATÓ,PDT,15/07/1951,69,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),ELEITO,3331.0,63100.0,375000.0,123077.42,LUIS RODRIGUES SOBRINHO
150001196517,2020,PB,20737,LUCENA,PREFEITO,51,PROFESSOR GERSON,PATRIOTA,27/02/1970,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,68.0,1847.0,,123077.42,GERSON DE ANDRADE
150001075417,2020,PB,20559,JUAZEIRINHO,PREFEITO,12,ERNANDES GOUVEIA,PDT,12/08/1961,59,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,NÃO ELEITO,232.0,25000.0,250000.0,123077.42,ERNANDES FERREIRA GOUVEIA
150001274332,2020,PB,20559,JUAZEIRINHO,PREFEITO,70,ANNA VÍRGINIA,AVANTE,05/05/1987,33,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,ELEITO,6500.0,50200.0,200000.0,123077.42,ANNA VIRGÍNIA DE BRITO MATIAS
150000802795,2020,PB,20699,LASTRO,PREFEITO,19,EMMANUEL,PODE,10/04/1977,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,COMERCIANTE,#NULO#,,0.0,270000.0,123077.42,WILMESON EMMANUEL MENDES SARMENTO
150000639709,2020,PB,19500,BERNARDINO BATISTA,PREFEITO,11,MARQUINHOS GOMES,PP,04/07/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,1224.0,43850.0,200000.0,123077.42,ANTONIO MARCOS FILHO
150000663028,2020,PB,21113,OLIVEDOS,PREFEITO,15,JOSA,MDB,05/12/1961,59,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,AGRICULTOR,#NULO#,1358.0,3000.0,160000.0,123077.42,JOSIMAR GONÇALVES COSTA
150000738621,2020,PB,19135,SÃO JOÃO DO RIO DO PEIXE,PREFEITO,11,LUIZ CLAUDINO,PP,04/08/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,ELEITO,7260.0,71999.0,271388.0,123077.42,LUIZ CLAUDINO DE CARVALHO FLORÊNCIO
150000637038,2020,PB,19976,COREMAS,PREFEITO,45,ANTONIO LOPES,PSDB,15/05/1949,71,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,4256.0,56528.0,391361.0,123077.42,ANTONIO CARLOS CAVALCANTI LOPES
150001076036,2020,PB,19291,BAÍA DA TRAIÇÃO,PREFEITO,45,ZÉ DE OSCAR,PSDB,17/10/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,2513.0,19514.0,120000.0,123077.42,JOSE ALBERTO DIAS FREIRE
150001103267,2020,PB,19704,COXIXOLA,PREFEITO,25,NELSINHO,DEM,24/12/1984,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,ELEITO,943.0,42125.11,229016.63,123077.42,NELSON JOSE NEVES HONORATO
150000668787,2020,PB,19224,SÃO DOMINGOS DO CARIRI,PREFEITO,55,ONILDO,PSD,04/01/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADMINISTRADOR,ELEITO,1514.0,53558.35,45000.0,123077.42,ONILDO LINDBERG ANANIAS DA SILVA
150001060733,2020,PB,19003,RIACHÃO DO POÇO,PREFEITO,15,CIDA DE JEOVÁ,MDB,18/04/1973,47,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,NÃO ELEITO,1541.0,15300.0,,123077.42,MARIA APARECIDA DA SILVA
150000695493,2020,PB,21032,NOVA FLORESTA,PREFEITO,15,GILSON BORGES,MDB,01/07/1962,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,REPRESENTANTE COMERCIAL,NÃO ELEITO,2010.0,32800.0,73194.58,123077.42,FRANCISCO GILSON DA SILVA
150001264238,2020,PB,19771,CALDAS BRANDÃO,PREFEITO,22,ISAC SEVERO,PL,20/02/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,1249.0,40000.0,520000.0,123077.42,ISAC GONÇALVES DE VASCONCELOS
150000867536,2020,PB,19682,TENÓRIO,PREFEITO,65,JARIO DE JANUÁRIO,PC do B,02/11/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,VEREADOR,NÃO ELEITO,690.0,7121.0,330000.0,123077.42,JARIO JERBERTON DA SILVA
150000817173,2020,PB,22390,UIRAÚNA,PREFEITO,14,DR SEGUNDO SANTIAGO,PTB,16/10/1983,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,4713.0,108677.52,481400.44,123077.42,JOSE NILSON SANTIAGO SEGUNDO
150000687081,2020,PB,21032,NOVA FLORESTA,PREFEITO,23,JARSON DO PASTOR,CIDADANIA,19/11/1977,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,COMERCIANTE,ELEITO,3817.0,88300.7,1012294.25,123077.42,JARSON SANTOS DA SILVA
150001112305,2020,PB,21598,RIO TINTO,PREFEITO,23,FERNANDO NAIA,CIDADANIA,30/04/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,6145.0,63850.0,15572.779999999999,123077.42,JOSÉ FERNANDES GORGONHO NETO
150001111963,2020,PB,19283,SOSSÊGO,PREFEITO,23,NEIDE,CIDADANIA,23/08/1974,46,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,1602.0,41768.0,10460.89,123077.42,LUSINEIDE OLIVEIRA LIMA ALMEIDA
150001198270,2020,PB,20737,LUCENA,PREFEITO,65,SUELI CUNHA,PC do B,31/07/1969,51,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,ADVOGADO,NÃO ELEITO,70.0,5750.0,,123077.42,SUELI CUNHA DA SILVA
150001193258,2020,PB,19267,SANTO ANDRÉ,PREFEITO,11,EDGLEI AMORIM,PP,22/08/1983,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,ELEITO,813.0,40900.0,86000.0,123077.42,EDGLEI AMORIM DO NASCIMENTO
150001193588,2020,PB,20575,JUNCO DO SERIDÓ,PREFEITO,10,KLEBER,REPUBLICANOS,05/01/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,1791.0,73749.6,1151.07,123077.42,KLEBER FERNANDES DE MEDEIROS
150000653451,2020,PB,19887,VIEIRÓPOLIS,PREFEITO,23,CELIO DA USINA,CIDADANIA,24/03/1962,58,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,PREFEITO,ELEITO,2843.0,22400.0,94003.65,123077.42,JOSE CELIO ARISTOTELES
150000830787,2020,PB,19070,ALAGOA NOVA,PREFEITO,45,AQUINO LEITE,PSDB,16/01/1981,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,3632.0,66044.5,35000.0,123077.42,JOSÉ UCHÔA DE AQUINO LEITE
150000897411,2020,PB,19259,AROEIRAS,PREFEITO,27,ALEXANDRE MEU QUERIDO,DC,28/07/1962,58,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,34.0,380.0,145000.0,123077.42,AFONSO ALEXANDRE SOARES
150000951154,2020,PB,21490,PUXINANÃ,PREFEITO,13,CARLOS SILVA,PT,01/05/1969,51,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,NÃO ELEITO,52.0,25000.0,206000.0,123077.42,CARLOS ANTONIO VICENTE DA SILVA
150000970181,2020,PB,19151,ARAÇAGI,PREFEITO,65,DR JORGE,PC do B,28/07/1964,56,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ADVOGADO,NÃO ELEITO,192.0,24000.0,579900.22,123077.42,JOSEILSON LUIS ALVES
150001179897,2020,PB,21199,PAULISTA,PREFEITO,43,ZÉ ANTÔNIO ,PV,08/05/1963,57,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,71.0,0.0,115000.0,123077.42,JOSÉ ANTÔNIO DA SILVA
150000828802,2020,PB,22292,TACIMA,PREFEITO,15,ELUILSON ARCANJO,MDB,18/12/1968,52,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,3045.0,51143.45,260000.0,123077.42,ELUILSON DE SOUSA ARCANJO
150000728919,2020,PB,21911,SÃO JOSÉ DE PIRANHAS,PREFEITO,23,CHICO MENDES,CIDADANIA,13/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,8613.0,83223.35,2509508.49,123077.42,FRANCISCO MENDES CAMPOS
150001230631,2020,PB,22071,SAPÉ,PREFEITO,51,NINO DO TEMPERO,PATRIOTA,07/12/1965,55,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,COMERCIANTE,NÃO ELEITO,61.0,2467.0,5000.0,225948.14,JOÃO SABINO DOS SANTOS FILHO
150000637707,2020,PB,20150,DONA INÊS,PREFEITO,55,ANTONIO JUSTINO,PSD,23/10/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,2758.0,38033.4,238000.0,123077.42,ANTONIO JUSTINO DE ARAUJO NETO
150001214592,2020,PB,19763,ALCANTIL,PREFEITO,55,CÍCERO DO CARMO,PSD,03/08/1991,29,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,2165.0,41479.0,97820.0,123077.42,CICERO JOSÉ FERNANDES DO CARMO
150000841718,2020,PB,19054,ALAGOA GRANDE,PREFEITO,22,BÔDA,PL,08/12/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,4969.0,124200.0,220254.69,123077.42,HILDON RÉGIS NAVARRO FILHO
150001054846,2020,PB,19488,MATO GROSSO,PREFEITO,10,DOCA LIMA,REPUBLICANOS,11/06/1952,68,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,1582.0,47623.0,264000.0,123077.42,RAIMUNDO JOSE DE LIMA
150000634548,2020,PB,22217,SOLÂNEA,PREFEITO,25,KAISER ROCHA,DEM,05/11/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,#NULO#,10830.0,,343900.0,123077.42,KAYSER NOGUEIRA PINTO ROCHA
150000722948,2020,PB,20397,ITABAIANA,PREFEITO,90,SINVAL,PROS,29/07/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,6447.0,86400.0,466995.76,123077.42,JOSE SINVAL DA SILVA NETO
150000643787,2020,PB,21512,QUEIMADAS,PREFEITO,45,JACÓ MACIEL,PSDB,20/03/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,10293.0,79550.0,501285.24,228768.82,JACÓ MOREIRA MACIEL
150000763588,2020,PB,22292,TACIMA,PREFEITO,22,ORISVALDO MIRANDA,PL,22/03/1967,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,51.0,7300.0,112250.0,123077.42,ORISVALDO BARBOSA DE MIRANDA
150001033651,2020,PB,21059,NOVA OLINDA,PREFEITO,25,DIOGO,DEM,17/03/1994,26,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",ELEITO,2450.0,60629.25,35000.0,123077.42,DIOGO RICHELLI ROSAS
150000676096,2020,PB,20516,JOÃO PESSOA,PREFEITO,45,RUY CARNEIRO,PSDB,17/08/1970,50,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,DEPUTADO,NÃO ELEITO,59730.0,1490896.53,649968.67,2808392.83,RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR
150000645085,2020,PB,19941,BOA VISTA,PREFEITO,12,ANDRÉ GOMES,PDT,07/08/1978,42,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,3203.0,97000.0,,123077.42,ANDRE LUIZ GOMES DE ARAUJO
150000777109,2020,PB,19534,IGARACY,PREFEITO,23,DR JUCIANO FARIAS,CIDADANIA,21/01/1969,51,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,MÉDICO,NÃO ELEITO,2222.0,27496.35,774529.57,123077.42,JUCIANO LUCAS DE FARIAS
150000723360,2020,PB,20176,DUAS ESTRADAS,PREFEITO,15,JOYCE,MDB,22/02/1993,27,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PSICÓLOGO,ELEITO,1868.0,70318.25,83485.6,123077.42,JOYCE RENALLY FELIX NUNES
150001065754,2020,PB,19933,CONDE,PREFEITO,33,EMANUEL,PMN,09/08/1981,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,8.0,0.0,123932.20999999999,238580.64,EMANUEL DE SANTANA MAGLIANO
150000775216,2020,PB,19038,AGUIAR,PREFEITO,25,STENIEL,DEM,19/04/1978,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,1772.0,40000.0,170000.0,123077.42,STENIEL MENDES CABRAL
150000851923,2020,PB,21091,OLHO D'ÁGUA,PREFEITO,10,DR GENOILTON,REPUBLICANOS,30/07/1951,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,NÃO ELEITO,2614.0,67623.0,650000.0,123077.42,GENOILTON JOÃO DE CARVALHO ALMEIDA
150001186845,2020,PB,21598,RIO TINTO,PREFEITO,77,IRMÃO DO PÃO,SOLIDARIEDADE,09/11/1976,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,"PADEIRO, CONFEITEIRO E ASSEMELHADOS",NÃO ELEITO,118.0,8000.0,,123077.42,JOSÉ FRANCISCO DE PAULA
150000817414,2020,PB,19666,SANTARÉM,PREFEITO,45,PAULINHO DE NIL,PSDB,12/01/1991,29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,585.0,30000.0,80000.0,123077.42,PAULO HENRIQUE ALMEIDA DE ANDRADE
150001087073,2020,PB,19917,CONDADO,PREFEITO,22,JORGINHO,PL,13/11/1988,32,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,2518.0,58000.0,606332.11,123077.42,JORGE HENRIQUE DE ALMEIDA
150000980797,2020,PB,21598,RIO TINTO,PREFEITO,90,NEL BARÃO,PROS,14/02/1966,54,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,ADMINISTRADOR,NÃO ELEITO,1574.0,51280.0,,123077.42,OTONIEL CORREIA DANTAS
150000815593,2020,PB,19216,AREIA,PREFEITO,20,DRA SILVIA,PSC,28/06/1967,53,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO,7248.0,40820.0,870169.3,153279.01,SILVIA CESAR FARIAS DA CUNHA LIMA
150000993544,2020,PB,19321,ASSUNÇÃO,PREFEITO,14,VOGEL,PTB,06/11/1959,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,1842.0,63432.55,85000.0,123077.42,LUIZ WALDVOGEL DE OLIVEIRA SANTOS
150000795420,2020,PB,20001,SANTA CECÍLIA,PREFEITO,25,BETO DE CHICO,DEM,25/11/1970,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,2544.0,49300.0,630000.0,123077.42,ROBERTO FLORENTINO PESSOA
